0	4.729125876	5.769628727	11.51450743	10.46122061	15.49974364	17.88319387	27.09825068	22.17917106	23.91128864	21.76022359	16.79067248	25.68372116	24.75678571	20.0505577	19.13245626	17.32705895	13.48586761	11.62008197	13.28083904	12.54248994	16.67737369	14.63067694	14.55909615	11.34694597	7.110862603	8.797051431	6.455416151	3.599749407	1.943357431
4.729125876	0	3.102186289	6.873000112	6.031158977	11.77288082	14.18010228	22.61139005	17.5085387	19.19061415	17.07258581	12.06251925	22.02959188	20.4541315	16.02836756	14.73734709	13.04838726	9.25382201	7.736270287	10.04266856	9.888034626	13.60051348	12.40837824	12.51869607	11.60383231	7.30193471	6.014869881	4.290113629	4.486412689	4.475289598
5.769628727	3.102186289	0	6.669284641	5.23335209	9.730206391	12.11480804	21.60112807	17.09635889	19.09721713	17.67038746	12.39358089	24.16426594	21.92757953	17.92385108	16.17109141	14.70932246	11.12981847	10.05622814	12.66958688	12.7496857	16.21491958	15.34026225	15.48957344	14.6489796	10.28746464	8.968352697	7.388309506	7.11175801	6.491090737
11.51450743	6.873000112	6.669284641	0	1.677915942	6.787245712	8.890708218	15.79037345	10.6655579	12.49615581	11.07069791	5.755519992	19.23126467	15.96747713	12.78004151	10.36284682	9.367258399	6.764267843	7.138391239	10.0784268	11.11557067	13.08387989	13.71465013	14.09241882	16.11995915	12.61277212	8.729505005	8.886764144	10.9507686	11.30838876
10.46122061	6.031158977	5.23335209	1.677915942	0	6.277546126	8.584304543	16.64243444	11.87813353	13.86743022	12.68691022	7.361956747	20.80232837	17.64088319	14.35836529	12.01737121	10.95491722	8.107074623	8.122464997	11.09029497	11.92398433	14.27919835	14.57926964	14.9103285	16.28048545	12.48093828	9.087099871	8.801868355	10.38221551	10.50266557
15.49974364	11.77288082	9.730206391	6.787245712	6.277546126	0	2.41029086	12.84310654	10.25529102	12.83470573	13.75486856	9.312627844	24.5701318	20.15194392	18.26119431	15.29520923	14.96028124	13.24283422	13.90629482	16.8179471	17.90265798	19.6431678	20.49353433	20.87775245	22.55505927	18.67895288	15.33679072	15.04403453	16.25847505	16.04288909
17.88319387	14.18010228	12.11480804	8.890708218	8.584304543	2.41029086	0	11.21606517	9.772643266	12.40631574	14.0990433	10.3216475	25.61559388	20.79783294	19.46905489	16.36542708	16.29576395	15.01506083	15.89842846	18.74972326	19.94283887	21.38922248	22.48389181	22.8943575	24.85500486	21.03980905	17.56685563	17.38201183	18.66478537	18.45131991
27.09825068	22.61139005	21.60112807	15.79037345	16.64243444	12.84310654	11.21606517	0	6.182430667	6.857122034	11.23493257	12.23020009	23.45868737	17.41038343	19.09261499	16.05389706	17.28284464	18.52274	20.44280034	22.44437173	24.16857818	23.58323436	26.07115703	26.61741268	30.78996587	27.993466	23.4870397	24.34522537	26.72590199	27.07781217
22.17917106	17.5085387	17.09635889	10.6655579	11.87813353	10.25529102	9.772643266	6.182430667	0	2.633746856	5.64739485	6.179669763	18.19588991	12.45679141	13.20004846	10.05015323	11.14311432	12.39549074	14.38839908	16.281767	18.02508235	17.42661858	19.89066097	20.43846614	24.76813122	22.2132615	17.58175161	18.65915864	21.31217601	21.87751303
23.91128864	19.19061415	19.09721713	12.49615581	13.86743022	12.83470573	12.40631574	6.857122034	2.633746856	0	4.447920998	7.260301542	16.63674327	10.65195299	12.33921244	9.441423402	10.91913943	12.94303591	15.09990218	16.58905999	18.40536905	17.19523378	19.98963658	20.55813487	25.41766657	23.25326526	18.51179015	19.84969138	22.72084847	23.43830264
21.76022359	17.07258581	17.67038746	11.07069791	12.68691022	13.75486856	14.0990433	11.23493257	5.64739485	4.447920998	0	5.325118499	12.5485058	6.910104599	7.891715726	5.056985007	6.713735007	9.387558938	11.64143487	12.65555199	14.50230208	12.87936817	15.84043382	16.41756692	21.6767651	19.99514189	15.21413506	16.87619918	20.01546142	20.97647948
16.79067248	12.06251925	12.39358089	5.755519992	7.361956747	9.312627844	10.3216475	12.23020009	6.179669763	7.260301542	5.325118499	0	15.31504396	10.93086013	9.163613201	6.046398812	6.139684752	6.317061831	8.221646259	10.29550568	11.9683877	11.97480792	14.01764279	14.54045311	18.59417736	16.09184053	11.41724447	12.61474387	15.46234145	16.21555762
25.68372116	22.02959188	24.16426594	19.23126467	20.80232837	24.5701318	25.61559388	23.45868737	18.19588991	16.63674327	12.5485058	15.31504396	0	6.123089307	6.451890128	9.279053499	9.866487569	13.05155708	14.29406455	12.43753714	13.53877674	9.352979815	12.52839723	12.95479034	19.44339612	20.46880419	16.92343314	19.27107117	22.5543254	24.11035625
24.75678571	20.4541315	21.92757953	15.96747713	17.64088319	20.15194392	20.79783294	17.41038343	12.45679141	10.65195299	6.910104599	10.93086013	6.123089307	0	5.224631242	5.75914247	7.431903947	11.27225745	13.22999942	12.62201817	14.27408517	10.90695421	14.41837364	14.97030436	21.2737069	21.01069871	16.61677775	18.79546664	22.18257401	23.51243632
